DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.87522347064969,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.84137469844114,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.8065777907828,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.77160018130206,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.637,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.722,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.794,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.852,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.894,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.918,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.923,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.914,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.895,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.867,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.834,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.76,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,1.741,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,1.728,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,1.72,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,1.719,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,1.723,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,1.73,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.738,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.745,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.748,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.749,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.567,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.576,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.579,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.571,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.552,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.524,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.489,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.451,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.415,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.382,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MAR: Morocco,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.353,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,5.392,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,5.329,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,5.264,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,5.198,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,5.131,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,5.062,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,4.992,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,4.922,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,4.852,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,4.783,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MOZ: Mozambique,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,4.713,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.359,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.312,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.274,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.242,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.217,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.198,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.182,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,2.168,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,2.154,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,2.138,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MMR: Myanmar,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,2.121,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,3.631,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,3.632,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,3.623,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,3.604,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,3.577,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,3.54,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,3.496,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,3.447,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,3.396,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,3.344,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NAM: Namibia,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,3.293,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,2.542,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2011,2.444,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2012,2.351,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2013,2.261,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2014,2.176,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2015,2.098,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2016,2.027,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2017,1.967,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2018,1.917,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2019,1.876,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NPL: Nepal,DM_FRATE_TOT: Total fertility rate,_T: Total,2020,1.845,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,NLD: Netherlands,DM_FRATE_TOT: Total fertility rate,_T: Total,2010,1.745,0: Units,LIVEBIRTHSPERWOMAN: Live births per woman,,,,,,"201 countries/areas from WPP2019, UNICEF aggregation calculated by female population from WPP2019",,UNPD2019,,,,,,
